participant_id,role,department,comfort_with_ai,main_interest_category,main_interest_detail,concern_category,concern_detail,free_text_feedback
836940,Undergraduate Student,Humanities,Comfortable,Academic Writing,Using AI to edit drafts and tighten arguments in Humanities writing,Lack of Training,"Staff lack guidance on safe, effective AI use in Humanities","I'm reasonably comfortable using AI day to day, I'd like to strengthen my academic writing with AI — that said, the lack of training is what holds me back. Please include practical takeaways I can use right away."
369713,Graduate Student,Business,Neutral,Career Development,Preparing for an AI-influenced job market after my Business studies,Research Integrity,"Maintaining honest, reproducible practices as AI enters Business research","I have mixed feelings about AI, I see AI skills as important for my career — that said, my main worry is protecting research integrity. Time for questions specific to Business would be valuable."
815027,Graduate Student,Humanities,Neutral,Literature Review,Summarizing and screening large bodies of Humanities literature efficiently,Lack of Training,Few resources to help Humanities colleagues build practical AI skills,"I'm somewhere in the middle on AI, what excites me most is speeding up literature reviews but the lack of training is what holds me back."
253039,Administrative Staff,Business,Comfortable,Career Development,Preparing for an AI-influenced job market after my Business studies,Lack of Training,"Staff lack guidance on safe, effective AI use in Business","I already use AI fairly regularly, I see AI skills as important for my career but the lack of training is what holds me back."
108526,Faculty,Computer Science,Very Comfortable,Grant Writing,Improving clarity and turnaround on competitive Computer Science grant applications,Research Integrity,Worried AI-generated text could undermine integrity of Computer Science research outputs,"I use AI extensively and feel confident with it, I'd especially value help with grant writing, and at the same time my main worry is protecting research integrity. A hands-on session with real Computer Science examples would help a lot."
288713,IT Staff,Research Computing,Neutral,Programming Assistance,Learning to use AI coding assistants for Research Computing scripts and tools,Cost and Resources,Unsure how to fund sustainable AI access for Research Computing staff,"I'm somewhere in the middle on AI, I'm hoping to get better at using AI for coding, and at the same time cost and access are practical concerns for us."
205964,Administrative Staff,Student Affairs,Very Comfortable,Administrative Efficiency,Reducing time spent on email and forms across Student Affairs operations,Data Privacy,Sensitive Student Affairs data being exposed when pasted into AI tools,"I use AI extensively and feel confident with it, I'm focused on cutting down administrative busywork, and at the same time data privacy is my biggest concern. Time for questions specific to Student Affairs would be valuable."
243313,Undergraduate Student,Humanities,Comfortable,Programming Assistance,Learning to use AI coding assistants for Humanities scripts and tools,No Major Concerns,Generally optimistic about AI's role in supporting Humanities tasks,"I already use AI fairly regularly, I'm hoping to get better at using AI for coding, though I don't have major concerns at this point. Concrete do's and don'ts would make this more useful."
203412,Postdoctoral Researcher,Biology,Neutral,AI Policy and Governance,"Shaping clear, workable AI policy for Biology faculty and staff",Data Privacy,Sensitive Biology data being exposed when pasted into AI tools,"I have mixed feelings about AI, my priority is sensible AI policy and governance — that said, data privacy is my biggest concern. Examples relevant to my day-to-day would make it stick."
716901,Librarian,Library Services,Comfortable,Student Learning Support,Creating practice problems and study aids for struggling Library Services students,Hallucinations and Accuracy,AI confidently inventing facts and citations in Library Services work,"I'm reasonably comfortable using AI day to day, I really want to use AI to better support student learning — that said, the accuracy and hallucination problem concerns me. I'd appreciate clear guidance tailored to Library Services work."
526162,Department Chair,Computer Science,Neutral,AI Policy and Governance,Understanding governance and compliance needs for campus AI adoption,Student Overreliance on AI,Worried Computer Science students stop thinking critically when AI does the work,"I have mixed feelings about AI, my priority is sensible AI policy and governance, though I worry students will lean on AI too heavily. A hands-on session with real Computer Science examples would help a lot."
563649,Administrative Staff,Information Technology,Neutral,Student Learning Support,Supporting students who need extra help understanding Information Technology concepts,Lack of Training,"Staff lack guidance on safe, effective AI use in Information Technology","I have mixed feelings about AI, I really want to use AI to better support student learning — that said, the lack of training is what holds me back. Time for questions specific to Information Technology would be valuable."
848198,Undergraduate Student,Humanities,Uncomfortable,Generative AI Tools,Understanding which generative AI tools actually fit Humanities workflows,Academic Misconduct,Students using AI to complete Humanities assignments without learning anything,"I'm not very confident with AI yet, I want to understand which generative AI tools are worth using — that said, I'm concerned about academic misconduct. Time for questions specific to Humanities would be valuable."
957844,Undergraduate Student,Education,Neutral,Student Learning Support,Creating practice problems and study aids for struggling Education students,No Major Concerns,"Few concerns so far, just want practical Education guidance","I'm somewhere in the middle on AI, I really want to use AI to better support student learning — that said, I don't have major concerns at this point. Examples relevant to my day-to-day would make it stick."
462114,Graduate Student,Engineering,Very Comfortable,Teaching and Course Design,Designing AI-aware assignments and rubrics for my Engineering courses,Data Privacy,Sensitive Engineering data being exposed when pasted into AI tools,"I'm an enthusiastic adopter of AI tools, I'm most interested in applying AI to teaching and course design, and at the same time data privacy is my biggest concern. I'd appreciate clear guidance tailored to Engineering work."
354323,Graduate Student,Business,Comfortable,Academic Writing,Using AI to edit drafts and tighten arguments in Business writing,Data Privacy,Unclear where AI vendors store and reuse our Business data,"I'm reasonably comfortable using AI day to day, I'd like to strengthen my academic writing with AI, and at the same time data privacy is my biggest concern. I'd appreciate clear guidance tailored to Business work."
191091,Graduate Student,Public Health,Neutral,Data Analysis,Using AI assistants to write and debug analysis code for Public Health data,Data Privacy,Unclear where AI vendors store and reuse our Public Health data,"I'm somewhere in the middle on AI, I'm keen to use AI for data analysis, though data privacy is my biggest concern. I hope the workshop balances enthusiasm with caution."
671033,Graduate Student,Computer Science,Neutral,Data Analysis,Interpreting statistical results and building reproducible Computer Science pipelines,Hallucinations and Accuracy,Fabricated references and wrong answers undermining trust in Computer Science tasks,"I have mixed feelings about AI, I'm keen to use AI for data analysis — that said, the accuracy and hallucination problem concerns me. I hope the workshop balances enthusiasm with caution."
546529,Faculty,Business,Very Comfortable,Literature Review,Summarizing and screening large bodies of Business literature efficiently,Copyright and Intellectual Property,Concern about AI training on copyrighted Business materials without permission,"I'm an enthusiastic adopter of AI tools, what excites me most is speeding up literature reviews, and at the same time copyright and IP questions worry me. I'd appreciate clear guidance tailored to Business work."
839560,Academic Leadership,Medicine,Very Comfortable,Teaching and Course Design,Building lecture materials and active-learning activities faster for Medicine students,Bias and Fairness,Worried about fairness when AI informs Medicine decisions about people,"I'm an enthusiastic adopter of AI tools, I'm most interested in applying AI to teaching and course design, and at the same time I worry about bias and fairness in these tools. A hands-on session with real Medicine examples would help a lot."
948463,Graduate Student,Humanities,Very Comfortable,Career Development,Building AI skills that strengthen my Humanities career prospects,Research Integrity,"Maintaining honest, reproducible practices as AI enters Humanities research","I use AI extensively and feel confident with it, I see AI skills as important for my career, and at the same time my main worry is protecting research integrity."
186444,Academic Advisor,Education,Very Comfortable,Student Learning Support,Creating practice problems and study aids for struggling Education students,Data Privacy,Unclear where AI vendors store and reuse our Education data,"I use AI extensively and feel confident with it, I really want to use AI to better support student learning, though data privacy is my biggest concern. Examples relevant to my day-to-day would make it stick."
391254,Postdoctoral Researcher,Engineering,Neutral,AI Policy and Governance,Understanding governance and compliance needs for campus AI adoption,Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Engineering questions,"I'm somewhere in the middle on AI, my priority is sensible AI policy and governance but the accuracy and hallucination problem concerns me. A hands-on session with real Engineering examples would help a lot."
362285,Undergraduate Student,Computer Science,Very Comfortable,Student Learning Support,Creating practice problems and study aids for struggling Computer Science students,Academic Misconduct,Students using AI to complete Computer Science assignments without learning anything,"I use AI extensively and feel confident with it, I really want to use AI to better support student learning, though I'm concerned about academic misconduct. I'd appreciate clear guidance tailored to Computer Science work."
840632,Faculty,Biology,Very Comfortable,Student Learning Support,Supporting students who need extra help understanding Biology concepts,Bias and Fairness,Hidden bias in AI tools affecting Biology students and applicants,"I'm an enthusiastic adopter of AI tools, I really want to use AI to better support student learning, and at the same time I worry about bias and fairness in these tools. I'd appreciate clear guidance tailored to Biology work."
911136,Graduate Student,Medicine,Neutral,Programming Assistance,Getting help writing and debugging code for my Medicine work,Research Integrity,Worried AI-generated text could undermine integrity of Medicine research outputs,"I'm somewhere in the middle on AI, I'm hoping to get better at using AI for coding, and at the same time my main worry is protecting research integrity. A hands-on session with real Medicine examples would help a lot."
479714,Undergraduate Student,Computer Science,Uncomfortable,Student Learning Support,Supporting students who need extra help understanding Computer Science concepts,Data Privacy,Unclear where AI vendors store and reuse our Computer Science data,"I've only dabbled with AI and feel uncertain, I really want to use AI to better support student learning, though data privacy is my biggest concern. Concrete do's and don'ts would make this more useful."
461991,Graduate Student,Biology,Comfortable,Student Learning Support,Supporting students who need extra help understanding Biology concepts,Academic Misconduct,Students using AI to complete Biology assignments without learning anything,"I'm reasonably comfortable using AI day to day, I really want to use AI to better support student learning, though I'm concerned about academic misconduct."
819887,Research Scientist,Medicine,Very Comfortable,Programming Assistance,Speeding up software prototyping and automation in Medicine,Research Integrity,Worried AI-generated text could undermine integrity of Medicine research outputs,"I use AI extensively and feel confident with it, I'm hoping to get better at using AI for coding but my main worry is protecting research integrity. Time for questions specific to Medicine would be valuable."
431758,Graduate Student,Computer Science,Comfortable,Literature Review,Finding and synthesizing relevant papers for Computer Science review work faster,Lack of Training,"Staff lack guidance on safe, effective AI use in Computer Science","I already use AI fairly regularly, what excites me most is speeding up literature reviews but the lack of training is what holds me back. Examples relevant to my day-to-day would make it stick."
394850,Graduate Student,Engineering,Comfortable,Literature Review,Summarizing and screening large bodies of Engineering literature efficiently,Lack of Training,"Staff lack guidance on safe, effective AI use in Engineering","I already use AI fairly regularly, what excites me most is speeding up literature reviews — that said, the lack of training is what holds me back. I hope the workshop balances enthusiasm with caution."
537410,Postdoctoral Researcher,Public Health,Comfortable,Literature Review,Finding and synthesizing relevant papers for Public Health review work faster,Data Privacy,Unclear where AI vendors store and reuse our Public Health data,"I already use AI fairly regularly, what excites me most is speeding up literature reviews, and at the same time data privacy is my biggest concern. Time for questions specific to Public Health would be valuable."
152025,Administrative Staff,Sponsored Programs,Comfortable,Generative AI Tools,Comparing chatbots and assistants for practical Sponsored Programs use cases,No Major Concerns,No significant worries; mainly curious how AI helps Sponsored Programs work,"I'm reasonably comfortable using AI day to day, I want to understand which generative AI tools are worth using — that said, I don't have major concerns at this point. Time for questions specific to Sponsored Programs would be valuable."
118956,Undergraduate Student,Engineering,Uncomfortable,Programming Assistance,Speeding up software prototyping and automation in Engineering,Student Overreliance on AI,Students leaning on AI instead of building core Engineering skills,"I'm not very confident with AI yet, I'm hoping to get better at using AI for coding — that said, I worry students will lean on AI too heavily. A hands-on session with real Engineering examples would help a lot."
386937,Undergraduate Student,Public Health,Comfortable,Career Development,Understanding how AI is reshaping jobs and roles in Public Health,Security Risks,Shadow AI use creating unmonitored vulnerabilities across Public Health infrastructure,"I'm reasonably comfortable using AI day to day, I see AI skills as important for my career — that said, security risks are top of mind for me. Please include practical takeaways I can use right away."
989384,Research Staff,Engineering,Neutral,Data Analysis,Using AI assistants to write and debug analysis code for Engineering data,Data Privacy,Protecting confidential participant and student data from AI services,"I'm somewhere in the middle on AI, I'm keen to use AI for data analysis, and at the same time data privacy is my biggest concern. Time for questions specific to Engineering would be valuable."
665014,Graduate Student,Education,Comfortable,Data Analysis,Interpreting statistical results and building reproducible Education pipelines,Academic Misconduct,Students using AI to complete Education assignments without learning anything,"I already use AI fairly regularly, I'm keen to use AI for data analysis but I'm concerned about academic misconduct. A hands-on session with real Education examples would help a lot."
142807,Faculty,Public Health,Very Comfortable,Teaching and Course Design,Building lecture materials and active-learning activities faster for Public Health students,Student Overreliance on AI,Worried Public Health students stop thinking critically when AI does the work,"I'm an enthusiastic adopter of AI tools, I'm most interested in applying AI to teaching and course design but I worry students will lean on AI too heavily. I'd appreciate clear guidance tailored to Public Health work."
765841,Graduate Student,Education,Uncomfortable,Administrative Efficiency,Reducing time spent on email and forms across Education operations,Copyright and Intellectual Property,Unclear copyright and ownership rules for AI outputs in Education,"I'm not very confident with AI yet, I'm focused on cutting down administrative busywork but copyright and IP questions worry me. Time for questions specific to Education would be valuable."
752018,Research Staff,Research Computing,Comfortable,Research Compliance,Understanding how AI tools intersect with Research Computing compliance requirements,Cost and Resources,Unsure how to fund sustainable AI access for Research Computing staff,"I'm reasonably comfortable using AI day to day, I need AI guidance that respects research compliance, and at the same time cost and access are practical concerns for us. Please include practical takeaways I can use right away."
429845,Undergraduate Student,Humanities,Comfortable,Career Development,Preparing for an AI-influenced job market after my Humanities studies,Bias and Fairness,AI models producing biased outputs that disadvantage some Humanities groups,"I already use AI fairly regularly, I see AI skills as important for my career, and at the same time I worry about bias and fairness in these tools. I hope the workshop balances enthusiasm with caution."
247150,Graduate Student,Computer Science,Neutral,Data Analysis,"Cleaning, exploring, and visualizing Computer Science datasets more quickly",Student Overreliance on AI,Worried Computer Science students stop thinking critically when AI does the work,"I have mixed feelings about AI, I'm keen to use AI for data analysis — that said, I worry students will lean on AI too heavily. Please include practical takeaways I can use right away."
950467,Faculty,Medicine,Comfortable,Teaching and Course Design,Building lecture materials and active-learning activities faster for Medicine students,Student Overreliance on AI,Worried Medicine students stop thinking critically when AI does the work,"I already use AI fairly regularly, I'm most interested in applying AI to teaching and course design, though I worry students will lean on AI too heavily. I hope the workshop balances enthusiasm with caution."
687544,Research Scientist,Research Computing,Comfortable,Research Productivity,"Using AI to draft, organize, and accelerate my Research Computing research workflow",Research Integrity,Worried AI-generated text could undermine integrity of Research Computing research outputs,"I already use AI fairly regularly, I'd love practical ways to make my research more productive, and at the same time my main worry is protecting research integrity. I hope the workshop balances enthusiasm with caution."
260651,IT Staff,Information Technology,Very Uncomfortable,Research Computing,Scaling models and pipelines on high-performance computing for Information Technology,Bias and Fairness,Hidden bias in AI tools affecting Information Technology students and applicants,"I'm fairly new to AI and honestly a bit anxious about it, I'm interested in running AI workloads on our computing resources, and at the same time I worry about bias and fairness in these tools. A hands-on session with real Information Technology examples would help a lot."
497070,Graduate Student,Computer Science,Uncomfortable,Literature Review,Summarizing and screening large bodies of Computer Science literature efficiently,Academic Misconduct,Rising plagiarism and unauthorized AI use in Computer Science coursework,"I'm not very confident with AI yet, what excites me most is speeding up literature reviews, and at the same time I'm concerned about academic misconduct. A hands-on session with real Computer Science examples would help a lot."
357836,Postdoctoral Researcher,Computer Science,Uncomfortable,Career Development,Understanding how AI is reshaping jobs and roles in Computer Science,Hallucinations and Accuracy,Fabricated references and wrong answers undermining trust in Computer Science tasks,"I've only dabbled with AI and feel uncertain, I see AI skills as important for my career but the accuracy and hallucination problem concerns me. Time for questions specific to Computer Science would be valuable."
828127,Undergraduate Student,Computer Science,Very Comfortable,Generative AI Tools,Understanding which generative AI tools actually fit Computer Science workflows,Lack of Training,"Staff lack guidance on safe, effective AI use in Computer Science","I'm an enthusiastic adopter of AI tools, I want to understand which generative AI tools are worth using, and at the same time the lack of training is what holds me back. I hope the workshop balances enthusiasm with caution."
440418,Administrative Staff,Medicine,Uncomfortable,Administrative Efficiency,"Automating reports, scheduling, and routine Medicine paperwork with AI",Lack of Training,"Staff lack guidance on safe, effective AI use in Medicine","I've only dabbled with AI and feel uncertain, I'm focused on cutting down administrative busywork, and at the same time the lack of training is what holds me back. Time for questions specific to Medicine would be valuable."
707560,Department Chair,Computer Science,Neutral,Teaching and Course Design,Designing AI-aware assignments and rubrics for my Computer Science courses,Academic Misconduct,Students using AI to complete Computer Science assignments without learning anything,"I'm somewhere in the middle on AI, I'm most interested in applying AI to teaching and course design — that said, I'm concerned about academic misconduct. Time for questions specific to Computer Science would be valuable."
680253,Faculty,Computer Science,Comfortable,Grant Writing,Using AI to outline aims and polish narratives for Computer Science funding,Research Integrity,Concerned about properly attributing AI contributions in Computer Science scholarship,"I already use AI fairly regularly, I'd especially value help with grant writing, though my main worry is protecting research integrity. I hope the workshop balances enthusiasm with caution."
419930,Undergraduate Student,Education,Comfortable,Academic Writing,Using AI to edit drafts and tighten arguments in Education writing,No Major Concerns,Generally optimistic about AI's role in supporting Education tasks,"I already use AI fairly regularly, I'd like to strengthen my academic writing with AI, and at the same time I don't have major concerns at this point. I hope the workshop balances enthusiasm with caution."
925756,Undergraduate Student,Computer Science,Very Comfortable,Research Compliance,Understanding how AI tools intersect with Computer Science compliance requirements,No Major Concerns,"Few concerns so far, just want practical Computer Science guidance","I'm an enthusiastic adopter of AI tools, I need AI guidance that respects research compliance but I don't have major concerns at this point. Examples relevant to my day-to-day would make it stick."
339044,Faculty,Business,Neutral,Grant Writing,Improving clarity and turnaround on competitive Business grant applications,Academic Misconduct,Hard to tell AI-assisted from independent work in Business courses,"I'm somewhere in the middle on AI, I'd especially value help with grant writing, and at the same time I'm concerned about academic misconduct. Time for questions specific to Business would be valuable."
540904,Undergraduate Student,Computer Science,Neutral,Generative AI Tools,Understanding which generative AI tools actually fit Computer Science workflows,Academic Misconduct,Rising plagiarism and unauthorized AI use in Computer Science coursework,"I have mixed feelings about AI, I want to understand which generative AI tools are worth using — that said, I'm concerned about academic misconduct. I'd appreciate clear guidance tailored to Computer Science work."
891814,Department Chair,Humanities,Neutral,Administrative Efficiency,"Automating reports, scheduling, and routine Humanities paperwork with AI",Bias and Fairness,Hidden bias in AI tools affecting Humanities students and applicants,"I have mixed feelings about AI, I'm focused on cutting down administrative busywork but I worry about bias and fairness in these tools. I hope the workshop balances enthusiasm with caution."
828704,Faculty,Computer Science,Very Comfortable,Teaching and Course Design,Rethinking assessments in Computer Science now that students have AI tools,No Major Concerns,No significant worries; mainly curious how AI helps Computer Science work,"I'm an enthusiastic adopter of AI tools, I'm most interested in applying AI to teaching and course design, though I don't have major concerns at this point. I hope the workshop balances enthusiasm with caution."
866659,Faculty,Engineering,Neutral,Teaching and Course Design,Designing AI-aware assignments and rubrics for my Engineering courses,Research Integrity,Concerned about properly attributing AI contributions in Engineering scholarship,"I have mixed feelings about AI, I'm most interested in applying AI to teaching and course design, though my main worry is protecting research integrity. Time for questions specific to Engineering would be valuable."
471862,Undergraduate Student,Engineering,Uncomfortable,Student Learning Support,Helping Engineering students use AI tutors without undermining their own learning,Lack of Training,Not enough hands-on training to use AI confidently in Engineering,"I've only dabbled with AI and feel uncertain, I really want to use AI to better support student learning, and at the same time the lack of training is what holds me back. I hope the workshop balances enthusiasm with caution."
139489,Graduate Student,Medicine,Uncomfortable,Programming Assistance,Learning to use AI coding assistants for Medicine scripts and tools,Academic Misconduct,Rising plagiarism and unauthorized AI use in Medicine coursework,"I've only dabbled with AI and feel uncertain, I'm hoping to get better at using AI for coding, though I'm concerned about academic misconduct. I hope the workshop balances enthusiasm with caution."
340426,Graduate Student,Computer Science,Comfortable,Data Analysis,Interpreting statistical results and building reproducible Computer Science pipelines,Hallucinations and Accuracy,AI confidently inventing facts and citations in Computer Science work,"I already use AI fairly regularly, I'm keen to use AI for data analysis — that said, the accuracy and hallucination problem concerns me."
344111,Undergraduate Student,Medicine,Neutral,Responsible AI,Learning to use AI ethically and transparently in Medicine settings,Lack of Training,Not enough hands-on training to use AI confidently in Medicine,"I'm somewhere in the middle on AI, I care most about learning to use AI responsibly, and at the same time the lack of training is what holds me back. Please include practical takeaways I can use right away."
190129,Faculty,Education,Neutral,Grant Writing,Improving clarity and turnaround on competitive Education grant applications,Academic Misconduct,Hard to tell AI-assisted from independent work in Education courses,"I have mixed feelings about AI, I'd especially value help with grant writing, though I'm concerned about academic misconduct. Concrete do's and don'ts would make this more useful."
972457,Graduate Student,Education,Comfortable,Academic Writing,Using AI to edit drafts and tighten arguments in Education writing,Research Integrity,Concerned about properly attributing AI contributions in Education scholarship,"I already use AI fairly regularly, I'd like to strengthen my academic writing with AI but my main worry is protecting research integrity. Time for questions specific to Education would be valuable."
802847,Faculty,Public Health,Comfortable,Grant Writing,Using AI to outline aims and polish narratives for Public Health funding,Copyright and Intellectual Property,Protecting intellectual property when using AI tools in Public Health work,"I'm reasonably comfortable using AI day to day, I'd especially value help with grant writing — that said, copyright and IP questions worry me. Concrete do's and don'ts would make this more useful."
668056,Faculty,Humanities,Neutral,Student Learning Support,Supporting students who need extra help understanding Humanities concepts,Student Overreliance on AI,Overreliance eroding foundational competencies among Humanities students,"I have mixed feelings about AI, I really want to use AI to better support student learning but I worry students will lean on AI too heavily. I'd appreciate clear guidance tailored to Humanities work."
680246,Graduate Student,Humanities,Comfortable,Academic Writing,Improving clarity and structure of my Humanities manuscripts and reports,No Major Concerns,"Few concerns so far, just want practical Humanities guidance","I'm reasonably comfortable using AI day to day, I'd like to strengthen my academic writing with AI — that said, I don't have major concerns at this point."
816375,Research Staff,Public Health,Neutral,Administrative Efficiency,Streamlining recurring administrative tasks for the Public Health office,Research Integrity,Concerned about properly attributing AI contributions in Public Health scholarship,"I have mixed feelings about AI, I'm focused on cutting down administrative busywork but my main worry is protecting research integrity. I hope the workshop balances enthusiasm with caution."
629084,Librarian,Library Services,Very Uncomfortable,Literature Review,Summarizing and screening large bodies of Library Services literature efficiently,Copyright and Intellectual Property,Concern about AI training on copyrighted Library Services materials without permission,"AI tools still feel intimidating to me, what excites me most is speeding up literature reviews but copyright and IP questions worry me. Concrete do's and don'ts would make this more useful."
958134,Department Chair,Humanities,Very Comfortable,AI Policy and Governance,Understanding governance and compliance needs for campus AI adoption,No Major Concerns,No significant worries; mainly curious how AI helps Humanities work,"I use AI extensively and feel confident with it, my priority is sensible AI policy and governance, though I don't have major concerns at this point."
376084,Academic Leadership,Student Affairs,Uncomfortable,AI Policy and Governance,Setting expectations and guardrails for AI use across Student Affairs,Cost and Resources,Equitable access concerns when AI tools require paid Student Affairs subscriptions,"I've only dabbled with AI and feel uncertain, my priority is sensible AI policy and governance but cost and access are practical concerns for us. Concrete do's and don'ts would make this more useful."
723971,Postdoctoral Researcher,Medicine,Comfortable,Data Analysis,"Cleaning, exploring, and visualizing Medicine datasets more quickly",Copyright and Intellectual Property,Protecting intellectual property when using AI tools in Medicine work,"I'm reasonably comfortable using AI day to day, I'm keen to use AI for data analysis but copyright and IP questions worry me."
893934,Faculty,Public Health,Very Uncomfortable,Teaching and Course Design,Building lecture materials and active-learning activities faster for Public Health students,Academic Misconduct,Hard to tell AI-assisted from independent work in Public Health courses,"I'm fairly new to AI and honestly a bit anxious about it, I'm most interested in applying AI to teaching and course design — that said, I'm concerned about academic misconduct. I hope the workshop balances enthusiasm with caution."
603310,Administrative Staff,Library Services,Very Comfortable,AI Policy and Governance,"Shaping clear, workable AI policy for Library Services faculty and staff",Cost and Resources,Licensing and compute costs straining limited Library Services budgets,"I use AI extensively and feel confident with it, my priority is sensible AI policy and governance but cost and access are practical concerns for us. I'd appreciate clear guidance tailored to Library Services work."
384022,Undergraduate Student,Public Health,Neutral,Generative AI Tools,Comparing chatbots and assistants for practical Public Health use cases,No Major Concerns,"Few concerns so far, just want practical Public Health guidance","I have mixed feelings about AI, I want to understand which generative AI tools are worth using, though I don't have major concerns at this point. I hope the workshop balances enthusiasm with caution."
532833,Administrative Staff,Information Technology,Comfortable,Grant Writing,Drafting and tightening grant proposals for Information Technology sponsored projects,Research Integrity,Concerned about properly attributing AI contributions in Information Technology scholarship,"I'm reasonably comfortable using AI day to day, I'd especially value help with grant writing, and at the same time my main worry is protecting research integrity."
321987,Faculty,Medicine,Uncomfortable,Student Learning Support,Supporting students who need extra help understanding Medicine concepts,Copyright and Intellectual Property,Concern about AI training on copyrighted Medicine materials without permission,"I've only dabbled with AI and feel uncertain, I really want to use AI to better support student learning — that said, copyright and IP questions worry me. Time for questions specific to Medicine would be valuable."
470821,Administrative Staff,Sponsored Programs,Uncomfortable,Research Compliance,Keeping AI use aligned with IRB and Sponsored Programs research regulations,Cost and Resources,Licensing and compute costs straining limited Sponsored Programs budgets,"I'm not very confident with AI yet, I need AI guidance that respects research compliance, and at the same time cost and access are practical concerns for us. Time for questions specific to Sponsored Programs would be valuable."
423615,Graduate Student,Education,Uncomfortable,Literature Review,Finding and synthesizing relevant papers for Education review work faster,Academic Misconduct,Students using AI to complete Education assignments without learning anything,"I've only dabbled with AI and feel uncertain, what excites me most is speeding up literature reviews, though I'm concerned about academic misconduct. I'd appreciate clear guidance tailored to Education work."
507389,Research Staff,Engineering,Neutral,Generative AI Tools,Comparing chatbots and assistants for practical Engineering use cases,Security Risks,Shadow AI use creating unmonitored vulnerabilities across Engineering infrastructure,"I'm somewhere in the middle on AI, I want to understand which generative AI tools are worth using but security risks are top of mind for me. A hands-on session with real Engineering examples would help a lot."
410581,Graduate Student,Computer Science,Comfortable,Data Analysis,"Cleaning, exploring, and visualizing Computer Science datasets more quickly",Data Privacy,Unclear where AI vendors store and reuse our Computer Science data,"I already use AI fairly regularly, I'm keen to use AI for data analysis, though data privacy is my biggest concern. I hope the workshop balances enthusiasm with caution."
428029,Research Staff,Medicine,Very Comfortable,Generative AI Tools,Getting hands-on practice with current generative AI for Medicine tasks,Cost and Resources,Licensing and compute costs straining limited Medicine budgets,"I use AI extensively and feel confident with it, I want to understand which generative AI tools are worth using, and at the same time cost and access are practical concerns for us. Concrete do's and don'ts would make this more useful."
739592,Faculty,Biology,Very Comfortable,Grant Writing,Drafting and tightening grant proposals for Biology sponsored projects,Lack of Training,Few resources to help Biology colleagues build practical AI skills,"I use AI extensively and feel confident with it, I'd especially value help with grant writing but the lack of training is what holds me back. I hope the workshop balances enthusiasm with caution."
200957,Postdoctoral Researcher,Medicine,Very Comfortable,Research Productivity,Cutting time spent on repetitive analysis steps in my Medicine projects,Research Integrity,Worried AI-generated text could undermine integrity of Medicine research outputs,"I use AI extensively and feel confident with it, I'd love practical ways to make my research more productive, though my main worry is protecting research integrity. Please include practical takeaways I can use right away."
922656,IT Staff,Research Computing,Very Comfortable,Programming Assistance,Getting help writing and debugging code for my Research Computing work,Cost and Resources,Licensing and compute costs straining limited Research Computing budgets,"I'm an enthusiastic adopter of AI tools, I'm hoping to get better at using AI for coding, and at the same time cost and access are practical concerns for us. Concrete do's and don'ts would make this more useful."
470518,Research Staff,Biology,Neutral,Research Computing,Running AI and ML workloads on shared Biology computing resources,Data Privacy,Sensitive Biology data being exposed when pasted into AI tools,"I'm somewhere in the middle on AI, I'm interested in running AI workloads on our computing resources but data privacy is my biggest concern."
401231,Faculty,Computer Science,Uncomfortable,Grant Writing,Improving clarity and turnaround on competitive Computer Science grant applications,Student Overreliance on AI,Worried Computer Science students stop thinking critically when AI does the work,"I'm not very confident with AI yet, I'd especially value help with grant writing, though I worry students will lean on AI too heavily. Examples relevant to my day-to-day would make it stick."
569604,Research Staff,Public Health,Neutral,Research Productivity,Speeding up routine research tasks so I can focus on Public Health questions,Data Privacy,Unclear where AI vendors store and reuse our Public Health data,"I have mixed feelings about AI, I'd love practical ways to make my research more productive, and at the same time data privacy is my biggest concern. A hands-on session with real Public Health examples would help a lot."
318282,Undergraduate Student,Medicine,Uncomfortable,Student Learning Support,Helping Medicine students use AI tutors without undermining their own learning,Student Overreliance on AI,Overreliance eroding foundational competencies among Medicine students,"I'm not very confident with AI yet, I really want to use AI to better support student learning, though I worry students will lean on AI too heavily. Time for questions specific to Medicine would be valuable."
854828,Postdoctoral Researcher,Medicine,Comfortable,Data Analysis,Interpreting statistical results and building reproducible Medicine pipelines,Lack of Training,"Staff lack guidance on safe, effective AI use in Medicine","I'm reasonably comfortable using AI day to day, I'm keen to use AI for data analysis, and at the same time the lack of training is what holds me back. Concrete do's and don'ts would make this more useful."
448399,Postdoctoral Researcher,Biology,Very Comfortable,Grant Writing,Using AI to outline aims and polish narratives for Biology funding,Research Integrity,"Maintaining honest, reproducible practices as AI enters Biology research","I use AI extensively and feel confident with it, I'd especially value help with grant writing — that said, my main worry is protecting research integrity. I'd appreciate clear guidance tailored to Biology work."
811505,Academic Advisor,Education,Very Comfortable,Research Computing,Running AI and ML workloads on shared Education computing resources,Student Overreliance on AI,Students leaning on AI instead of building core Education skills,"I use AI extensively and feel confident with it, I'm interested in running AI workloads on our computing resources — that said, I worry students will lean on AI too heavily. I hope the workshop balances enthusiasm with caution."
